port_capacity_teu,containers_in_yard,vessel_arrivals_24h,avg_container_volume_per_vessel,berth_utilization,truck_arrivals_24h,truck_queue_minutes,avg_handling_time_hours,customs_clearance_hours,weather_severity,crane_utilization,historical_delay_rate,rail_utilization,congestion_risk,shipment_delayed
26431,23824,5,3277,0.7964862866129051,6670,222,6.262700019163944,4.147319058625714,0.8292261803362931,0.7010201935254439,0.08442405024207417,0.5401763319703373,1,1
10747,10347,18,1142,0.7924873249376119,3123,241,5.021531210478782,38.02860108367843,0.9378672196518272,0.9252185953601495,0.4737850680728605,0.7318453603863833,1,1
8189,4008,15,4093,0.5585347807007993,4655,226,10.347451322627501,32.7678043947102,0.7935878838566871,0.7904651731024275,0.524224300182633,0.6197394464529601,1,1
27118,6783,20,2370,0.8527851471507344,3278,172,12.570807562159915,20.354516556510355,0.8785914074542724,0.4369112680640799,0.6063601763692739,0.2513277047982415,1,1
11005,26030,10,1959,0.9262406543024635,4252,66,13.46403633264782,43.122698853039665,0.20307804819947917,0.42429761561311197,0.7232073705017417,0.6384209774175253,1,1
29042,7298,22,897,0.48987101537316025,1160,322,13.945078544199117,20.31026736480218,0.31922906687705055,0.9333278804962734,0.612803564525613,0.6788604285340071,1,1
9899,7668,13,2813,0.7503179757546906,4865,14,2.107736109993426,34.38388715887302,0.31522101347073095,0.6620701119311362,0.1885949329200548,0.3018502132838914,1,1
9267,23671,6,4435,0.6009662906257761,3687,238,7.997046606262794,43.728417934742765,0.10916674587805675,0.9411507148731503,0.18852412757149584,0.37212295018713915,1,1
25912,5052,12,3903,0.9833107963487213,4840,91,14.270308316420987,40.51362655929684,0.7295792552845908,0.8211793379475305,0.7320697564495176,0.4258055607954556,1,1
19394,25393,21,1516,0.6564530021322762,5255,271,16.430059679702136,25.02192448796021,0.13617089268707283,0.9857430148066566,0.6321068555321383,0.612164643728202,1,1
11556,4716,4,2591,0.4961249112300433,584,208,11.436302034990923,32.98991044499644,0.05250916607906064,0.907585755303023,0.625797144248724,0.20778678474791243,1,1
11890,3310,22,4111,0.5943888801419728,4170,322,2.3630630829098136,20.442291506186343,0.7754468700550639,0.6150958030475553,0.5757709280884288,0.7319564049792205,1,1
16838,17391,16,1231,0.7684565694826408,1406,337,8.044655796609664,31.418267097823357,0.9046631697319293,0.8352658096330179,0.21376159300302505,0.39412063014885945,1,1
22502,23922,15,2438,0.3986971976637288,4021,245,2.724747411829502,13.104964602233606,0.7641233479651333,0.6515860270847648,0.6779282739256365,0.6880067267389003,1,1
29777,4260,12,4302,0.7363052289415921,2375,60,13.850874734295646,21.432879347169006,0.8253522128319764,0.4991662675834333,0.11430774246410086,0.8929542843760043,1,1
18627,16157,21,3278,0.9459838458744947,4458,114,2.5478402431474763,10.848649667286434,0.5956216778307712,0.50425872560407,0.2800140874383228,0.839393449744687,1,1
16792,23316,9,4192,0.8942321841010242,2636,53,4.564562601130424,2.794692775938757,0.8877463379147531,0.6042861724555606,0.27717963194914363,0.7269439600596473,1,1
18555,14460,5,3218,0.39331106346110933,3096,247,8.379813995418775,28.661372977042497,0.4967034823578551,0.4213383846477922,0.4481057133664278,0.26432793610355276,1,1
18253,19968,13,2864,0.9857695223930036,1353,20,9.133698057395389,41.628179231487486,0.9883226184874649,0.46377042232873206,0.37075484479646204,0.7222632132891822,1,1
16433,27000,9,2063,0.7971852311704826,1006,77,8.206948055197703,2.202178907290001,0.1034150427694489,0.6703895575808634,0.3678465064798965,0.6404209950711257,1,1
18233,27935,7,2470,0.45385972756097515,907,206,9.146044668999,10.213397814276908,0.8091807067013839,0.9605103855115559,0.44285794502367337,0.7566647991352764,1,1
19016,17011,16,635,0.357946297068431,5890,97,13.268446008333298,22.62869778570974,0.6413894160112753,0.7197192588910241,0.33233476392970307,0.8384918327126399,1,1
10612,5866,13,1476,0.45962088722697686,1023,141,7.592935578766435,32.2971503915859,0.5806460682211951,0.6114379194803343,0.19998658505418848,0.3647538469330599,1,1
29870,17365,17,3321,0.8864325892388727,6113,37,10.537882575985217,9.047772102484663,0.7258105308611214,0.5053282047163531,0.5312965742138699,0.6476584615571542,1,1
23787,8898,17,1078,0.3638491679649048,3550,92,6.505592749224082,3.664656961619341,0.8402915307988488,0.47537683501212197,0.632506703070722,0.3338674574664666,1,1
25159,21395,22,1485,0.4992142743155754,2897,207,7.334853668992963,25.395289733163793,0.8628840668405099,0.7713804988024932,0.38319670307567155,0.3943421983511398,1,1
20206,9251,21,3585,0.8346755810143203,3399,43,11.627682824194334,39.47935651369351,0.17538096294398497,0.8929282031498615,0.5195865493716058,0.5425478626169971,1,1
16226,7939,21,3747,0.7251107429748065,827,118,9.59316175201083,2.6560407377002506,0.19703592975296924,0.6052677929210646,0.4282906254584289,0.46903888297232255,1,1
22541,7006,5,4291,0.8509508546305228,2335,337,13.430098865178138,17.420364166874215,0.016166509513597105,0.7024217896789009,0.04719715082968197,0.610536012099782,1,1
11152,4625,12,2770,0.8275363224491443,1809,251,10.74888670285387,32.185192911286755,0.13184245779227277,0.802305127199385,0.33846772925130897,0.7449472498218991,1,1
9585,13956,14,1238,0.382384887757955,5218,347,14.758972408833902,7.144874286815949,0.2638824928499246,0.3873091680355685,0.007881999617389824,0.6142670209137577,1,1
11943,20274,10,4306,0.921207308220257,3035,212,8.816235514412824,12.089498513959569,0.7210358225502829,0.5745741103591574,0.5295034225318064,0.9243304204064035,1,1
27457,9078,5,2235,0.49530037394065196,6450,316,9.602054727802225,26.168154257954505,0.4757675090025101,0.8170418494477497,0.4065291759076812,0.7274020077522603,1,1
9021,26420,13,933,0.7041711617470487,2541,301,12.554527256865503,45.801889729118244,0.7579035355840174,0.788156176972334,0.10146522814375754,0.9372600524926838,1,1
19653,11923,10,1553,0.7623444201777785,6479,215,5.150525082798806,14.505103057456536,0.4865358478198907,0.38414254362629846,0.43375322566307056,0.7319246154459734,1,1
18805,6961,14,1382,0.45792205496646105,3034,359,7.867837359365804,23.913788797373385,0.5555974529099683,0.5022038389589791,0.7187408024223916,0.5317310414119037,1,1
21417,21888,17,2443,0.9747880042886237,2692,63,11.80988052619318,19.796750564027658,0.11106658659358248,0.7851726172448008,0.27239261182209457,0.44935489862964617,1,1
28227,11806,7,1585,0.6624198118958777,1255,160,1.9764584428846503,43.17764358541376,0.7765582846760325,0.5237062671077789,0.7858950129863732,0.7253113316160974,1,1
15989,23190,11,653,0.38689132518233177,645,126,8.710028654960038,4.378823609462435,0.7581265321995548,0.871222588119928,0.767503925393734,0.6840557319642997,1,1
17692,25484,14,2185,0.9498477086578179,5616,124,11.381023949050928,27.60893679301592,0.3075615916806196,0.368883109887462,0.6282478739651909,0.6684499981369869,1,1
20990,21103,8,2118,0.7252114196436916,4322,301,17.461696277640264,40.76762586192737,0.32857807780040194,0.4718220987478048,0.6510399822551644,0.7135162675922653,1,1
14873,16558,20,2820,0.7974836467080808,4074,326,15.970773266691575,47.44152612194181,0.21968145057313548,0.5300403072323572,0.3284362881598739,0.8413462962596799,1,1
13675,9686,20,4308,0.6861125055579034,2127,66,6.13224222355386,33.840098383524946,0.8138396760361527,0.9421854942784565,0.3220328762376721,0.2935962614096395,1,1
8161,4587,18,3322,0.8842322910572592,5423,162,9.868966716477258,18.856967356326653,0.7470068019617804,0.859644132077226,0.7635178866135942,0.58016051956034,1,1
12297,26384,14,2884,0.37120541580365496,2358,44,2.4308371488915066,20.355744569095364,0.6091477381842527,0.9158528553787633,0.29295699964291366,0.6128060094832121,1,1
8995,12803,14,1847,0.5217621537773746,5222,246,5.472447844493818,17.529064327909904,0.23882210312969743,0.6319066541934639,0.07749831125843461,0.3489283121342892,1,1
19534,20280,22,4318,0.650574948097723,4098,44,14.285121823123488,29.36981569092681,0.17185333261374425,0.8764397384169087,0.12216087055301204,0.939757172549739,1,1
15629,24942,3,1668,0.3990263144407744,5891,194,3.5346812025431853,35.752071223757795,0.050268851174613105,0.8962358859819191,0.5683191721543377,0.7677072288942868,1,1
9016,27853,11,3637,0.8017802683690612,1129,238,5.751893659760284,39.51497548867975,0.04561148177851948,0.6059723672799997,0.3063847480717155,0.3730761871295778,1,1
16529,24031,23,2057,0.60194458499561,3666,19,17.076701278640833,20.579876155109076,0.187136139808327,0.9864555825563217,0.15947427176975415,0.4046692023178705,1,1
25262,13350,14,1817,0.5245075137716122,4018,128,15.093620708125556,34.685299606174844,0.10053253232322212,0.8947927226981564,0.6510289029464511,0.7105194265141077,1,1
17268,21816,10,3784,0.3521624619573838,4852,232,14.400157258707049,44.06246182539949,0.556107672922443,0.9734220599966648,0.39093879253863384,0.10976940826934126,1,1
29271,23288,2,3985,0.8106913995199704,4414,284,15.765198589985587,44.27876533918315,0.358090127794477,0.9045581495329059,0.45411296381582744,0.49443428702330616,1,1
20185,14454,15,3352,0.8836379576786315,6730,52,13.86849382860884,34.0893631275882,0.4449457821681463,0.8467703297635891,0.12315948372008512,0.3916443262868924,1,1
29243,18849,17,2996,0.602825942836159,1404,193,3.4896725659508765,30.934403062189197,0.5940671835871898,0.9540600790173093,0.1542033611327514,0.8259025227764164,1,1
14331,9837,21,490,0.7110995053013539,6055,308,10.023261887006317,25.981725549675318,0.6591017453535136,0.6186843165341376,0.10068482957904462,0.7726006738815844,1,1
16571,4449,16,1232,0.495719440594943,3117,51,8.830024693238313,9.610290404560043,0.648201719882578,0.8513333974379921,0.41163423938754495,0.38228238771241396,1,1
15208,23884,2,3538,0.7482064936192852,3289,188,6.634001041461271,6.810593672454668,0.26085658682083246,0.4862503717863101,0.6205256093818035,0.8350774308739525,1,1
13276,8454,18,2515,0.3577679733217283,607,109,15.26166676037349,23.828417319100872,0.8096270202961027,0.8189880670214893,0.5858281951051795,0.8765600051573992,1,1
26446,12424,14,865,0.6627320941432053,1542,251,9.158296839174856,8.493875341750588,0.9177096699192299,0.8526261011535314,0.20898465641776953,0.5695900217641218,1,1
24448,7117,16,1434,0.762291508378043,1888,268,2.49491042239957,28.118996506458792,0.31593834722319525,0.8085756223254974,0.68124015032451,0.235351452259362,1,1
24216,11869,17,1043,0.9376427348670298,2176,210,6.036932131384426,31.348028324157255,0.01706541656606797,0.8938803618285835,0.08452867851233076,0.7547788704210278,1,1
16006,13850,17,972,0.5940549229582619,5998,22,5.272247457485844,25.703933083441914,0.899154186648505,0.6145346859837476,0.091239976066489,0.37144260402354135,1,1
10568,21412,3,3211,0.839721729907859,4755,255,16.14340159938618,2.712055488092841,0.9235487329534761,0.6986516045283145,0.6794434260833466,0.5481891815338318,1,1
29847,17343,18,830,0.7325196991638405,4695,242,12.182728660543498,3.713214063709612,0.050946440413033534,0.3568271428449734,0.19553564894071754,0.1387503648483479,1,1
10027,9845,12,3321,0.9432877522720515,764,344,10.746208387054239,6.327035680029817,0.004956591859212267,0.44347402432385535,0.566492675712076,0.5250768592245447,1,1
10695,23142,9,861,0.6049617124220356,4321,325,9.859712487698634,8.221352834451935,0.8164047829927422,0.7622841124018058,0.007263673537340765,0.4232248532543281,1,1
23422,25288,21,601,0.5542210175187123,3297,306,12.22686495443418,47.52448284715866,0.30146335448310657,0.7098830077728289,0.07488087089532246,0.6831554992546792,1,1
13258,7624,4,4067,0.917770879164252,3620,70,13.955446521822559,17.191265792566757,0.9145821672959885,0.4762928086664986,0.4874309669778265,0.13466612796269226,1,1
14736,11848,13,809,0.381516416901305,1176,340,10.647347646219913,14.72274856114045,0.21674357326954663,0.5058174682625802,0.14593276390232363,0.6312036513155546,1,1
8391,19549,21,3745,0.43728665147755313,5394,154,16.981709350018072,3.456531876218766,0.8611546161265871,0.5702126092310131,0.022570949050209777,0.7561626625379563,1,1
21986,16136,17,2503,0.4027388381337884,3986,197,17.617763815731344,30.860058362223036,0.06864426972503668,0.8085054162838459,0.3735574053466585,0.11086142463878422,1,1
20666,23975,15,3134,0.8895903722088977,5678,151,17.92314822404558,31.652966901170192,0.26063684731397363,0.7402186257045126,0.264416399422815,0.7374688429712085,1,1
13892,3589,17,1094,0.3567887509570044,6826,187,12.544953316462637,9.246088410197238,0.9731288791456411,0.3945256090721855,0.6418055424665153,0.21067342318388055,1,1
11561,23908,22,2779,0.9014605795181108,3206,110,16.888237701471994,44.20435242345681,0.23119665433128234,0.8363610553679108,0.6550631928826434,0.693347698152017,1,1
14184,22205,18,1823,0.6388113890376108,6066,240,8.173914972581253,38.62319668997098,0.13301298407504114,0.5181021203340989,0.491538496967359,0.48698491991935144,1,1
27483,9509,12,2494,0.35257617846654127,4469,130,15.683274455581858,11.825007889952879,0.8570546524729953,0.7799261941788289,0.23442699707716202,0.5691926103650019,0,0
16392,10693,18,2828,0.6070529134157068,5920,183,16.501375929204734,23.834937353077258,0.11780079176147906,0.4289522205833923,0.36930132100996044,0.3867451628661909,1,1
21067,12454,20,734,0.46955253826882276,1107,17,16.418317793482547,22.544370241345945,0.09745610857950349,0.9886696171002676,0.5618048216836876,0.3086464453783051,1,1
23265,19455,23,2338,0.7496163119821844,6174,235,15.208963667988296,17.380460884089075,0.3234251341895358,0.401414509240137,0.05544684252424137,0.16039025434874682,1,1
27488,14708,2,2006,0.7847896255498538,3925,32,8.208886167080632,39.42883150280382,0.6353285065969595,0.8247097781766368,0.2659976706625001,0.8349864893590255,1,1
10454,15942,13,368,0.6620176450591999,6388,327,4.121973452682116,6.1354308241940965,0.7107463737786957,0.6964514299219811,0.6578957607273375,0.6188648332903296,1,1
19837,22964,16,2204,0.37593249628138875,5832,265,7.010279879683357,20.519769271906256,0.8812387838273957,0.4050010824218485,0.32482283379761423,0.9353792854227798,1,1
22039,27346,19,4259,0.7699224347950092,2894,104,14.160261393418534,21.1174631358132,0.5409115259591061,0.3671586928324835,0.49973440905237276,0.8228841153441789,1,1
27115,19652,24,3251,0.8889048215075336,3359,192,5.342610936944592,23.030103416866446,0.3934177867609754,0.5821060592106744,0.07706749530821631,0.8391882771362761,1,1
18965,12968,15,3013,0.811007537488897,5396,341,9.391489069628545,41.48344958163555,0.35883376183446514,0.863423316484572,0.6216367801472418,0.6081722285802721,1,1
17762,5462,2,3669,0.8811730681314038,1660,304,10.829092046747089,11.253842899470559,0.8469027284774739,0.37633679378009116,0.08037239194979354,0.16880129879613798,1,1
13056,12460,14,4027,0.47832609507256796,5649,123,11.463666280224942,5.83738915507682,0.7238153094826655,0.8008151445299546,0.6892202036022057,0.8763868227559948,1,1
22948,4015,16,2704,0.9188882813801489,6789,50,16.939471548250175,30.036997752592075,0.9054290137251393,0.7694408168091127,0.08528083591175051,0.2002032990268512,1,1
16110,12275,8,3625,0.5562038084146962,2347,72,12.41463483683624,9.170220323968216,0.9640354557316141,0.519944113134571,0.7127142105357414,0.5395741079547837,1,1
21773,16269,16,3846,0.35857908112127423,4557,309,14.473930465275487,4.521808035167128,0.30005083608380745,0.3995949028703297,0.2910158993817188,0.8283273773948974,1,1
28224,27368,21,2603,0.8897706536506053,1991,175,11.10099274021195,21.052513366839513,0.5296741187008395,0.9358060547545997,0.499624585419447,0.5015468121748228,1,1
25412,3406,11,3981,0.952765612137425,2521,200,15.254075261222393,11.323382250332624,0.6318208073648329,0.5422238737515033,0.6772404413107662,0.24081980103394557,1,1
8502,10384,15,3521,0.7695572463471032,5098,337,5.850449615651087,17.97718108679523,0.16384894677645756,0.4212852683435271,0.00819313679245326,0.41721732140087386,1,1
14910,25433,7,1382,0.49811944349659176,3515,24,4.962981582535022,13.206420764815501,0.053347033924984744,0.7861709301509863,0.2125545291250437,0.9401292561783998,1,1
20685,25553,15,745,0.5111164571408194,5810,115,16.7842808045065,5.35391374800054,0.8677639141153135,0.4886759864266419,0.7266706570340206,0.9497953085175563,1,1
28872,27366,23,1892,0.6486194389987965,5066,150,12.942434459896743,27.336318537437474,0.5355235107553732,0.654403683560083,0.31054084846784963,0.7042097415405811,1,1
8206,14268,13,3075,0.9246118909449085,3237,196,12.58017202146065,2.269865647855827,0.5707742163600392,0.3822595483110611,0.5651007406380997,0.8547934629512871,1,1
29518,20369,12,4116,0.4457424999344374,5964,233,9.210371437369425,46.41964135573678,0.5549143454279548,0.9855097273011871,0.11200964492280195,0.13757571893989362,1,1
25868,14795,21,3353,0.8786231485334316,2548,16,7.715504778342924,17.042534521543413,0.7549607048326904,0.6364775211363152,0.5426972811290103,0.33457583873511754,1,1
23934,7485,23,1890,0.5364337975712962,4705,221,10.66890470889754,33.672402993020775,0.14550194468204325,0.9894303880381019,0.05852879642083462,0.4136156169677573,1,1
25247,11901,20,2531,0.8674951484346226,6469,83,3.489344765457507,39.08705500973014,0.6140484407715326,0.5968319212378024,0.5738601118117337,0.1101980003479546,1,1
27174,5618,3,1861,0.9389735664649848,4454,40,9.002757257871277,14.117925390359092,0.4694795115776301,0.5726256358030204,0.259043963509423,0.42041732225740636,1,1
16755,25673,23,3946,0.623596078076365,1393,268,9.013567123680435,36.19071932817321,0.8969581595077243,0.935326290090927,0.37267812476261314,0.1790768473004902,1,1
29500,12603,21,3538,0.5836324186275397,6365,32,10.382552463580376,40.12378020496135,0.5196209378963254,0.5608581464604724,0.13300814477364462,0.5397979067132658,1,1
20383,9928,2,1900,0.8634216441416331,1587,90,11.972312637058838,12.341909989145835,0.9429349740741656,0.6264835502824133,0.5022792141873684,0.10375641256409054,1,1
26141,8368,9,2356,0.6888690447228121,5351,192,17.295753038758477,47.64724981411542,0.35325299417990663,0.3999906794970608,0.2700541030247789,0.32988240528207885,1,1
22820,7621,15,1009,0.788047391016446,4648,309,12.260790597013989,1.9723680935781998,0.9668947063899905,0.9614959283427045,0.30670000483948523,0.8363408922390797,1,1
15574,17719,10,3271,0.7486107116551549,2809,258,16.081465007231287,11.199022571070431,0.8751579480917677,0.4044967941445774,0.521754339963309,0.28109934583222485,1,1
14374,14126,3,3032,0.44784886121266965,4100,84,10.679013714241202,37.660975545018665,0.5842632897353547,0.8435583574626074,0.14308932897804053,0.15511691520160595,1,1
9678,10566,24,1093,0.8906658305853195,5921,190,11.844310063353582,10.124158177620384,0.35370993331902456,0.6947138520391533,0.6816071148577949,0.3122711667820367,1,1
27626,15306,6,3399,0.47529607130440715,6624,9,2.6523097263078985,33.8182135753917,0.3759233574525599,0.3892992921904222,0.5914291244609766,0.8034249001029637,1,1
29020,24054,24,3155,0.9466605722052998,6587,50,3.698851427592857,41.20992903419647,0.7727520864582916,0.3510904499462759,0.4621840025105301,0.5991092589703516,1,1
9059,27042,9,326,0.5103656265101746,3433,358,11.064562180759403,46.08307081381023,0.5806313511690445,0.9487543286573628,0.102666453665959,0.5981632139369096,1,1
24198,18086,17,3567,0.8196838228951948,2781,106,8.029262354307482,23.289633223812668,0.40158758546932094,0.8249909787107481,0.5496877555201968,0.10048790991737683,1,1
17914,20387,23,384,0.5321794518358989,572,6,14.68037357778078,46.64212878015952,0.6360549614121643,0.7893191958652255,0.014479497671620845,0.5013285317942694,1,1
27541,26888,17,3401,0.5533826614955929,1880,221,10.462434935423904,20.346247944038893,0.7332333979009443,0.6306761795835021,0.6435166412271551,0.3257753337460506,1,1
18817,21850,14,1422,0.5484011857806754,5546,29,16.057802142697074,11.25201786469613,0.022900512558465924,0.5027128234950256,0.24303815744487356,0.3857776603839357,1,1
18921,21323,21,311,0.8286510425766933,6222,261,17.543472694627805,25.154327094982087,0.0898628011175101,0.7851123678275673,0.09376924042427702,0.6088836420179031,1,1
17789,21019,16,2048,0.7063616755004116,983,227,3.9359805545045026,31.541692482640155,0.09448544040707918,0.7393126839149435,0.13159116324495743,0.8431888088565516,1,1
24312,12890,2,3409,0.9150895717423981,1529,328,8.014657902317838,22.52427585434736,0.23193380526333474,0.8148590047029353,0.7705075188067205,0.25440836996219596,1,1
19252,11095,23,2176,0.5467185402905888,4281,73,12.472186916427509,27.647704866439206,0.42699043922731394,0.5841072118401677,0.6190643342806647,0.752988720118265,1,1
10693,25649,4,2919,0.7928752141163163,5472,201,6.54056446410577,20.571231823177865,0.8036498992925545,0.9816312067284418,0.19029757866912017,0.14156685082267179,1,1
21931,15719,7,479,0.8318871037843909,4279,276,5.90603357240467,25.66381183899874,0.3510990349995574,0.392885539474261,0.7707729947703557,0.37771979102571807,1,1
11627,13283,23,1096,0.4469485523391732,6601,186,14.926686250375806,45.771996581488395,0.017477788380604764,0.40100903490317696,0.11209413653003485,0.2860757862278737,1,1
24157,21279,15,4113,0.6063771886846792,2331,22,17.676244739469258,24.492064169207605,0.48336185295172895,0.9368005424515936,0.5868217695211531,0.8782463861220119,1,1
18173,17231,5,2324,0.6590031963842631,5454,111,14.267754965583443,12.899442742035232,0.9966285954246219,0.7645321183481879,0.5253917014818775,0.25129822041097205,1,1
29834,25908,19,3517,0.5776399295323995,2520,21,10.140664276267874,36.66109121109082,0.34902099565491906,0.5588538036365468,0.6571814179084614,0.5918371304113598,1,1
26047,17698,16,1186,0.5561520614202484,6453,129,8.801435327097693,16.866469515732817,0.9612545187673148,0.8376497649284007,0.3053589765385647,0.2400656908919539,1,1
18230,20457,10,2768,0.7893087321584908,6780,86,10.404187388751021,39.36173702860536,0.10134513113642263,0.6397749682259455,0.3214683666486211,0.502461157985178,1,1
23707,8184,19,3687,0.48815449450207266,1278,8,9.136855086097642,3.671573482242602,0.1730996579053048,0.36351776563694854,0.49965361475423187,0.45138991616031876,0,0
29976,5402,4,1819,0.8040100769607224,3975,119,9.797652936963523,16.612364924108494,0.7241220701457083,0.7667063484287726,0.31856460557217736,0.13515361339877063,1,1
19494,7895,11,2732,0.9484282856900675,5223,355,4.856975333732256,5.4349156882500544,0.5012124489707063,0.5055916397385747,0.033080714161769456,0.8019874546455134,1,1
9306,26715,18,1216,0.7117264135537607,3777,355,16.411742163603904,5.009937739554078,0.7651218034658861,0.42381447463044336,0.5837664254493924,0.7630958078491471,1,1
14776,14404,8,2370,0.7413179115132633,909,141,13.949827525133925,31.94430928110455,0.86355834502889,0.4941748367996187,0.5127568504441017,0.3361796162576344,1,1
17474,18161,16,4276,0.394116929359417,1559,291,12.736127474438131,19.11073566361955,0.2510848760610346,0.654741043922719,0.3389702502047849,0.6218958663615601,1,1
15526,12343,2,2081,0.9032652183154101,6873,232,17.173762021078808,41.95951027330029,0.6828291704397419,0.3819081160212737,0.24226364870409559,0.40826914374866163,1,1
29959,13637,12,638,0.5326865838079139,2809,20,6.192506476561827,25.27104148005587,0.6076012366337561,0.9152175275389105,0.25658067066189466,0.7538430717879615,1,1
13530,4956,18,1816,0.7436327459382814,5750,302,2.8391302797446345,14.881131395097288,0.8615350291921311,0.7083475306043916,0.5928228989694373,0.6886117878404289,1,1
28797,10023,6,3170,0.9766317886366734,2100,216,15.131287895862974,34.88177773422316,0.4301039006098827,0.537517555273866,0.5833287031836342,0.1768969339519676,1,1
11748,17062,8,3882,0.731121664366597,5487,250,17.973879900212705,30.328789204527883,0.05187043071066,0.7896831027767571,0.6551347362730001,0.8175599405643835,1,1
21545,17333,20,1214,0.8138140719772016,5043,290,11.04413522733329,38.58094717897256,0.574186127272512,0.8647113580671624,0.6097443425888872,0.2525121893307857,1,1
8663,6907,16,3590,0.6350045556632011,2733,286,2.4703549005592507,31.248648988068595,0.9588783191184578,0.7429117619094273,0.6063553616848522,0.24799324709558465,1,1
9998,3807,4,1746,0.3886341398496367,2152,181,14.377722662556529,8.849630603649253,0.014631179505223413,0.47959659642273506,0.2014185872443453,0.7236848435966188,0,0
